Tarih,Sıra,At İsmi,Yaş,Orijin,Sıklet,Jokey,Sahip,Antrenör,Derece,Ganyan,AGF,Start No,Fark,Geç Çıkış,HP,Yarış Tipi,Yaş Grubu,At Cinsi,Mesafe,Pist Tipi,Çim Durumu,Çim Değeri,Kum Durumu,Sıcaklık,Hava Durumu,Nem
19/03/2025,1,"MY PRETTY GIRL(2) t
 KG
 DB
 GKR",5y d k,KAFKASLI- KISRAĞIM / LUXOR,57+0.60,M.KAYA,SELİM KAYA,V.KARAKUŞ,1.31.40,"6,65",%12(3),1,2 Boy,,89,,4,İngilizler,1500,Sentetik,,,Normal,,,
19/03/2025,2,"JACK SPARROW(1) t
 KG
 DB
 SK",9y d a,MENDIP (USA)- MARSHMALLOW / LUXOR,59,E.BOZDAĞ AP,VOLKAN YONCAAĞAÇ,Ö.GÜNELİ,1.31.73,"3,55",%22(2),5,2 Boy,,90,,4,İngilizler,1500,Sentetik,,,Normal,,,
19/03/2025,3,"BÜLENT(3) t
 DB
 SK",6y d a,KING OF TRAKYA- WINNING TIME / OKAWANGO (USA),56+1.00,A.ÇELİK,MÜSLÜM ŞEKER,N.ASLANSOY,1.32.04,"5,70",%11(4),6,2 Boy,,82,,4,İngilizler,1500,Sentetik,,,Normal,,,
19/03/2025,4,"KING OF THE WIN(6) t
 KG
 DB
 SK",5y d a,VICTORY GALLOP (CAN)- NİLSULTAN / AFTER MARKET (USA),55,E.AKTUĞ,MASİS MARKARYAN,MİR.İPEK,1.32.32,"10,00",%6(5),2,2 Boy,,70,,4,İngilizler,1500,Sentetik,,,Normal,,,
19/03/2025,5,"COMO ESTAS(10) t
 K",5y d a,PAPA CLEM (USA)- ASLI GÜZEL / UNACCOUNTED FOR (USA),54,M.TEKPETEK AP,HALUK VEFA ERSÖZ,T.KURT,1.32.57,"21,90",%4(6),3,,4 Boy,60,,4,İngilizler,1500,Sentetik,,,Normal,,,
19/03/2025,6,"NICOLICA(8) t
 KG",4y d k,MALİ- RAPUNZEL / VICTORY GALLOP (CAN),52+0.40,GÖK.BEKTAŞ,ÜNAL KARACA,C.TURAN,1.32.79,"46,10",%1(8),4,,,34,,4,İngilizler,1500,Sentetik,,,Normal,,,
19/03/2025,7,"TIMELESS(4) t
 K",4y a k,SUPER SAVER (USA)- KATUŞA / FUSAICHI PEGASUS (USA),56,N.AVCİ,SEDAT DEMİR,Ö.GÜNELİ,1.33.53,"20,90",%3(7),7,,,68,,4,İngilizler,1500,Sentetik,,,Normal,,,
19/03/2025,8,"WIND MOON(7) t
 DB
 SKG
 SK",5y a a,CRIMEAN TATAR- LALE DEVRİ / ALWAYS A CLASSIC (CAN),55,O.ATMACA,ABDULLAH AVCI,S.ÇİFTÇİ,1.33.98,"92,55",%0(9),9,,,32,,4,İngilizler,1500,Sentetik,,,Normal,,,
19/03/2025,9,BAY LEMİ(5) t,4y a a,SİNCLAR- PRENSES DEHERE / DEHERE (USA),55,U.LEVENT AP,KAAN ARMAĞAN,A.KURT,1.34.76,"79,60",%0(10),8,,,30,,4,İngilizler,1500,Sentetik,,,Normal,,,
19/03/2025,10,"RABATTO(9) t
 KG
 DB
 SK",7y d a,KANEKO- LADY CAROLINE / SRI PEKAN (USA),54+2.00,A.KURŞUN,EYYÜP AYDINLIKTA,B.TANRIKULU,1.38.19,"2,00",%40(1),10,,,89,,4,İngilizler,1500,Sentetik,,,Normal,,,
19/03/2025,,"CASTIGLIANO(11) t
 DB
 SKG
 SK
 (Koşmaz)",5y d g,EL CORREDOR (USA)- VASELINA (USA) / GIANT'S CAUSEWAY (USA),52+1.60,H.YOLAÇICI AP,H. NİSA ÜNLÜ MUTLU,S.KAYMAKLI,Koşmaz,"32,10",%1(11),11,,,51,,4,İngilizler,1500,Sentetik,,,Normal,,,
20/02/2025,1,"RABATTO(12) t
 KG
 DB
 SK",7y d a,KANEKO- LADY CAROLINE / SRI PEKAN (USA),57+0.50,İSM.YILDIRIM AP,EYYÜP AYDINLIKTA,B.TANRIKULU,1.44.22,"3,35",%20(2),17,2 Boy,,89,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,2,"KINESIS(5) t
 KG
 DB
 SK",5y d k,MENDIP (USA)- GOLDOK / TOROK (IRE),58,M.S.ÇELİK,HAKAN KÜÇÜK,D.SAV,1.44.54,"7,25",%10(4),8,Yarım Boy,,58,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,3,"BÜLENT(1) t
 DB
 SK",6y d a,KING OF TRAKYA- WINNING TIME / OKAWANGO (USA),60+0.20,M.KAYA,MÜSLÜM ŞEKER,HAMZA KAYA,1.44.62,"3,65",%22(1),10,"2,5 Boy",,82,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,4,"KING OF THE ROSE(13) t
 KG
 DB
 SK",5y a a,TORUK MACTO (IRE)- PIRILIM / MOUNTAIN CAT (USA),57+0.20,SER.YILDIZ AP,DENİSE ŞAHİN,O.BULUT,1.45.03,"35,10",%1(10),9,Baş,,52,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,5,"KING OVA(3) t
 KG
 DB
 SK",7y d a,KANEKO- VOLCANIC LADY / MOUNTAIN CAT (USA),60,C.TEPE,ADNAN KILIÇ,V.AKBAŞ,1.45.06,"16,75",%9(5),18,,,71,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,6,"LA FOULE(11) t
 KG
 SK",4y d k,LUXOR- LA BOHEME / MOUNTAIN CAT (USA),54+2.00,E.YAVUZ,OZAN BİNGÖL YURTSEVER,Z.TEMUÇİN,1.45.07,"17,90",%4(9),11,,,36,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,7,"LONDON POWER(6) t
 KG
 ÖG",5y d k,CUVEE (USA)- LAMITTA (GB) / DIKTAT (GB),58,B.AKÇAY,RUKEN ATAŞ,K.KORKMAZ,1.45.14,"45,80",%1(12),12,,,66,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,8,"ELSAN STAR(2) t
 KG
 K",5y k a,NATIVE KHAN (FR)- HARLEY QUINN / LION HEART (USA),60,S.ALTAY AP,RIDVAN YAVUZEL,MERT KORKMAZ,1.45.58,"39,30",%1(11),13,,,63,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,9,"DERKO(15) t
 KG
 DB
 SK",4y d a,LION HEART (USA)- TRUTHFUL GIRL / SEA HERO (USA),55,HAK.YILDIZ,BAHAR BAŞ,A.E.BAŞ,1.45.82,"17,20",%5(6),3,,,45,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,10,"NICE(7) t
 DB
 SK",5y d g,VICTORY GALLOP (CAN)- TONYA / UNACCOUNTED FOR (USA),58,U.TEMUR,MÜSLÜM BAKAY,M.KANAT,1.46.13,"15,20",%5(8),2,,,74,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,11,"ŞEKERMEN(10) t
 KG
 DB
 SK",4y k a,MENDIP (USA)- ZORBİKE / ZORBAZ (USA),56+2.00,F.ARSLAN,SÜLEYMAN ŞEKERMEN,HÜS.KARABULUT,1.46.46,"69,90",%1(16),15,,,14,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,12,"MIND THE DEVIL(18) t
 SK",4y a a,DAREDEVIL (USA)- ADAGÜLÜ / UNACCOUNTED FOR (USA),54,A.ASLAN,V.BERKAY KANGAL,Z.TEMUÇİN,1.46.72,"5,20",%12(3),6,,,61,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,13,"ZÜLFİKARIM(16) t
 DB
 SKG
 SK",4y d a,BANDE (IRE)- KHASMA (IRE) / ROCK OF GIBRALTAR (IRE),55+2.00,SALİH ÇELİK AP,FURKAN CEVHER,A.ÇİFTÇİ,1.46.83,"51,00",%1(14),4,,,37,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,14,"BIG GAMBLE(4) t
 DB
 SK",5y d a,MALİ- CHERRY LADY / SHINING WOLF,58,E.AKTUĞ,ORHAN BAŞPINAR,HAS.ALTUNBAŞ,1.48.56,"24,15",%5(7),7,,,53,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,15,"SILVER HORSESHOE(9) t
 DB
 SKG
 SK",4y d k,SIDNEY'S CANDY (USA)- SILVER PLANE (USA) / SILVER TRAIN (USA),56,S.TIRPAN,UMUR ÖZARAR,MUR.AYDOĞDİ,1.49.35,"42,75",%1(13),1,,,48,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,16,"DARK DEVIL(17) t
 KG
 DB
 SK",4y d g,DAREDEVIL (USA)- DARK QUEEN / PERFECT STORM,55+0.70,G.YILDIZ,BAHAR BAŞ,A.E.BAŞ,1.51.20,"17,20",%1(6),5,,,29,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,17,"CATIMINI(14) t
 KG
 DB",4y d k,PACO BOY (IRE)- ALIYAMA (IRE) / RED RANSOM (USA),53+2.00,H.TURAN AP,FERİT SARAK,R.BİÇER,1.51.26,"107,30",%0(17),14,,,44,,4,İngilizler,1700,Sentetik,,,Normal,,,
20/02/2025,18,"MİNİMUS(8) t
 KG
 DB
 SK",4y d a,HAKKAR- ASİL SOYLUM / DESERT SOUND (IRE),56+1.60,O.ÖZTÜRK,CEYHAN TÜRKKAN,N.YILDIRIM,1.52.68,"73,95",%1(15),16,,,12,,4,İngilizler,1700,Sentetik,,,Normal,,,
08/02/2025,1,"BAHRAIN(1) t
 KG
 K",4y d a,FAST 'N' FAMOUS (AUS)- GENIUS GIRL / VICTORY GALLOP (CAN),58,A.YILDIZ,MURAT ÖZENÇ,G.ŞİMŞEK,2.05.16,"1,80",%39(1),3,1 Boy,,79,,4,İngilizler,2000,Sentetik,,,Normal,,,
