Tarih,Sıra,At İsmi,Yaş,Orijin,Sıklet,Jokey,Sahip,Antrenör,Derece,Ganyan,AGF,Start No,Fark,Geç Çıkış,HP,Yarış Tipi,Yaş Grubu,At Cinsi,Mesafe,Pist Tipi,Çim Durumu,Çim Değeri,Kum Durumu,Sıcaklık,Hava Durumu,Nem
27/12/2024,1,"SILVER HORSESHOE(7) KG
 DB
 SK",3y d d,SIDNEY'S CANDY (USA)- SILVER PLANE (USA) / SILVER TRAIN (USA),"57,5+0.70",M.KAYA,UMUR ÖZARAR,MUR.AYDOĞDİ,1.38.55,"5,40",%14(3),12,Burun,,44,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,2,"SKYSHOOTER(13) KG
 K
 DB",3y d d,TALIP HAN (IRE)- SKY DANCE / NATIVE KHAN (FR),"52,5",S.TIRPAN,İBRAHİM TAMER,Z.TEMUÇİN,1.38.56,"34,70",%1(13),9,"1,5 Boy",,34,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,3,"ELACIK(15) KG
 K
 DB",3y d d,TOROK (IRE)- GONDOR / UNACCOUNTED FOR (USA),50+0.80,C.TEPE,ERMAN ERDEM,K.KORKMAZ,1.38.80,"36,85",%1(14),3,"2,5 Boy",,23,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,4,"TOCCET TO THE MOON(5) K
 DB",3y a d,TOCCET (USA)- MONTECATINI / REY DE CAFE (USA),"58,5",A.ÇELİK,ERSAN ÜLDES,AYC.POLAT,1.39.17,"2,60",%24(1),7,1 Boy,,46,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,5,"BE MY BABY(8) KG
 DB",3y d d,VICTORY GALLOP (CAN)- BİCİ BİCİ / AUTHORIZED (IRE),54+1.30,E.BOZDAĞ AP,MUSA GÜNDÜZELİ,HÜS.KARABULUT,1.39.29,"10,70",%7(6),15,,,43,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,6,"HIGH VOLUME(1) K
 DB",3y d d,FLY BY ME- RIJA (IRE) / LION HEART (USA),60,E.AKPINAR AP,KEMAL KURT,A.R.YILDIZ,1.39.37,"4,55",%14(2),6,,5 Boy,55,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,7,PRENSES ARYA(10) K,4y d k,AFTER MARKET (USA)- HASPA / RED BISHOP (USA),56,G.YILDIZ,OKTAY KARAKÖSEOĞLU,M.AKALIN,1.39.46,"7,25",%9(5),1,,,38,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,8,"LADY EKINOX(11) DB
 SKG
 SK",3y d d,PAPA CLEM (USA)- RICCA DONNA / OCEAN CREST (USA),"52,5+2.00",E.AKKILIÇ AP,GÖRKEM SÜMBÜLOĞLU,M.AKALIN,1.39.64,"31,75",%1(12),13,,,36,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,9,"THE HIGLIGHTS(2) DB
 SK",3y d d,AMERİKALI- MARIAGE / KURTINIADIS (IRE),58,H.TURAN AP,RAİF KURT,A.R.YILDIZ,1.39.90,"13,05",%4(9),2,,,51,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,10,"BEROŞ(9) DB
 SK",4y k k,NATIVE KHAN (FR)- RIVER OF LOVE / WIN RIVER WIN (USA),58,MÜS.ÇELİK,RAŞİT MEŞHUR,MUR.AYDOĞDİ,1.40.11,"5,50",%10(4),10,,3 Boy,42,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,11,"BİRSU HANIM(14) DB
 SK",3y a d,LAST EXIT- GÖLALAN / VICTORY GALLOP (CAN),50+1.90,İSA YILDIRIM AP,ZEKİ UYGUR,HAMZA KAYA,1.40.41,"24,20",%2(11),11,,,25,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,12,"GIRL OF DORA(3) KG
 DB
 SK",3y k d,GRAYSTORM- LADY DORA / WIN RIVER WIN (USA),"60,5",B.AKÇAY,YİĞİT YİĞİTLER,B.ÇAKUS,1.40.71,"15,00",%5(8),14,,,50,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,13,"TRUE ANGEL(12) KG
 K
 DB",3y d d,BLUEGRASS CAT (USA)- LADY DERYA (IRE) / UNACCOUNTED FOR (USA),"53,5+2.00",M.B.ÇAKMAK AP,M.EŞREF GÜVEN,M.KANAT,1.41.86,"12,90",%5(7),8,,20 Mt,36,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,14,FAST AND CLEVER(6) SK,3y d d,TIZWAY (USA)- JULY JASMINE (USA) / EMPIRE MAKER (USA),56,S.ALTAY AP,HALİL ÇİÇEK,M.AKALIN,1.44.50,"33,65",%2(10),5,,,45,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
27/12/2024,,"CATIMINI(4) KG
 K
 DB
 (Koşmaz)",3y d d,PACO BOY (IRE)- ALIYAMA (IRE) / RED RANSOM (USA),"56,5",F.KARAKURT AP,FERİT SARAK,R.BİÇER,Koşmaz,,%1(15),4,,,46,Handikap,3,İngilizler,1600,Sentetik,,,Islak,,,
29/11/2024,1,"QUEEN BÜŞRA(5) DB
 SKG
 SK
 SGKR",3y a d,RUN AWAY AND HIDE (USA)- LEYLY NAHARY / LION HEART (USA),57,G.KOCAKAYA,M.VEHBİ KARAHAN AYAS,M.BATMAN,2.11.30,"2,05",%28(1),4,6 Boy,,44,,3,İngilizler,2100,Sentetik,,,Normal,,,
29/11/2024,2,PERSIAN ROSE(1) (IRE) DB,7y d k,HALLOWED CROWN (AUS)- DUBAI SMILE (USA) / PIVOTAL (GB),61,İSM.YILDIRIM AP,MUTLU T. BALYEMEZ,Z.TEMUÇİN,2.12.35,"2,85",%23(2),6,3 Boy,,91,,3,İngilizler,2100,Sentetik,,,Normal,,,
29/11/2024,3,"KATHERİNA(2) DB
 SKG
 SK",5y d k,PAPA CLEM (USA)- ART'S LADY (USA) / THEATRICAL (IRE),60,S.ALTAY AP,MURAT TORUN,MUR.AYDOĞDİ,2.12.85,"3,95",%16(4),5,3 Boy,,74,,3,İngilizler,2100,Sentetik,,,Normal,,,
29/11/2024,4,"KUMSALIM(8) DB
 SK",3y d d,MYBOYCHARLIE (IRE)- DONT MAKE ME CRY / OKAWANGO (USA),53+2.00,O.ÖZTÜRK,BARIŞ KARAGÖZ,A.R.YILDIZ,2.13.33,"12,25",%6(5),7,Yarım Boy,2 boy,37,,3,İngilizler,2100,Sentetik,,,Normal,,,
29/11/2024,5,"WEDNESDAY BUS(6) K
 DB",3y d d,SCARFACE- INDIGO / KURTINIADIS (IRE),57+0.40,A.KURŞUN,KEMAL KURT,A.R.YILDIZ,2.13.41,"4,10",%18(3),3,,2 boy,59,,3,İngilizler,2100,Sentetik,,,Normal,,,
29/11/2024,6,"LONDON POWER(3) KG
 ÖG",4y d k,CUVEE (USA)- LAMITTA (GB) / DIKTAT (GB),56+0.20,E.AKPINAR AP,RUKEN ATAŞ,H.ATAŞ,2.13.73,"19,50",%5(6),2,,,66,,3,İngilizler,2100,Sentetik,,,Normal,,,
29/11/2024,7,"BEROŞ(7) DB
 SK",4y k k,NATIVE KHAN (FR)- RIVER OF LOVE / WIN RIVER WIN (USA),56+1.40,T.ALICI,RAŞİT MEŞHUR,MUR.AYDOĞDİ,2.14.67,"33,95",%2(8),1,,5 boy,46,,3,İngilizler,2100,Sentetik,,,Normal,,,
29/11/2024,8,"GIRL OF DORA(4) KG
 DB
 SK",3y k d,GRAYSTORM- LADY DORA / WIN RIVER WIN (USA),57+0.20,U.TEMUR,YİĞİT YİĞİTLER,B.ÇAKUS,2.15.72,"21,00",%3(7),8,,,50,,3,İngilizler,2100,Sentetik,,,Normal,,,
19/11/2024,1,MIND THE DEVIL(4) SK,3y a e,DAREDEVIL (USA)- ADAGÜLÜ / UNACCOUNTED FOR (USA),53+2.00,VEDAT ABİŞ,V.BERKAY KANGAL,Z.TEMUÇİN,1.42.62,"2,15",%32(1),2,"1,5 Boy",,52,Handikap,3,İngilizler,1700,Sentetik,,,Normal,,,
19/11/2024,2,BERİD(3) SK,3y a e,NATIVE KHAN (FR)- AYSULTAN / MUJTAHID (USA),53+2.00,M.M.BİLGİN,ZAFER GEZİCİ,T.DURAN,1.42.84,"10,90",%8(5),6,Yarım Boy,,52,Handikap,3,İngilizler,1700,Sentetik,,,Normal,,,
19/11/2024,3,"NALDÖKEN RÜZGARI(2) KG
 K",3y d e,MENDIP (USA)- YORKVILLE QUEEN / UNACCOUNTED FOR (USA),60,Ö.YILDIRIM,BEKİR CANPOLAT,O.TAŞDEMİR,1.42.95,"6,95",%13(3),5,1 Boy,,66,Handikap,3,İngilizler,1700,Sentetik,,,Normal,,,
